draft,lesson,block,timestamp,source,translation,score,verdict,corrected,issues
Draft 1,L8S2,159,"00:09:38,160 --> 00:09:40,620",Now they also rescue all kinds of wild animals.,現在他們也拯救各種野生動物。,70,minor_issues,,[low] style: None; [medium] terminology: None; [medium] terminology: None
Draft 1,L8S2,160,"00:09:41,140 --> 00:09:44,260","Last time, we took care of a deer and helped it return to the wild.",上次我們照顧了一隻鹿，並協助它回歸野外。,80,minor_issues,,[medium] terminology: None
Draft 1,L8S2,161,"00:09:44,800 --> 00:09:46,860",So it is more than just a normal sanctuary.,所以這裡不只是一般的庇護所。,100,ok,,
Draft 1,L8S2,162,"00:09:47,620 --> 00:09:48,100",Exactly.,沒錯。,100,ok,,
Draft 1,L8S2,163,"00:09:48,380 --> 00:09:51,300",It's a community of people who love animals and want to help.,這是一個由熱愛動物並願意提供協助的人們所組成的社群。,100,ok,,
Draft 1,L8S2,164,"00:09:51,300 --> 00:09:57,740","We meet regularly to talk about animal welfare, share rescue stories, and organize volunteer shifts at the sanctuary.",我們會定期聚會，討論動物福利、分享救援故事，並安排庇護所的志工排班。,77,minor_issues,,[low] style: None; [medium] terminology: None
Draft 1,L8S2,165,"00:09:58,300 --> 00:09:58,840",That's awesome.,太棒了。,100,ok,,
Draft 1,L8S2,166,"00:09:59,360 --> 00:10:02,040","Oh yes, I saw your post on social media the other day.",沒錯，我前幾天看到你在社群媒體上的貼文。,80,minor_issues,,[medium] terminology: None
Draft 1,L8S2,167,"00:10:02,180 --> 00:10:03,280",How did I miss this?,我怎麼會錯過這個？,100,ok,,
Draft 1,L8S2,168,"00:10:03,660 --> 00:10:05,300","Yeah, I love it so much.",對，我超愛它的。,100,ok,,
Draft 1,L8S2,169,"00:10:05,580 --> 00:10:09,880","I've been volunteering there for five months now, and it's honestly the highlight of my week.",我已經在那裡志願服務五個月了，坦白說，這是我每週最期待的事。,100,ok,,
Draft 1,L8S2,170,"00:10:10,300 --> 00:10:13,000","If I want to join, do I need any special qualifications?",如果我想參加，需要具備什麼特殊資格嗎？,100,ok,,
Draft 1,L8S2,171,"00:10:13,500 --> 00:10:15,620","I mean, I've never worked with animals before.",我的意思是，我從來沒有跟動物工作過的經驗。,87,minor_issues,我的意思是，我從來沒有和動物共事過。,[low] collocation: None
Draft 1,L8S2,172,"00:10:15,620 --> 00:10:16,700",Not at all.,完全沒有。,80,minor_issues,,[medium] terminology: None
Draft 1,L8S2,173,"00:10:16,880 --> 00:10:19,520",As long as you love animals and are willing to dedicate some,只要您熱愛動物，並願意撥冗協助需要,32,needs_revision,只要您熱愛動物，並願意投入時間協助動物,[medium] terminology: None; [high] meaning_drift: None; [low] register: None
Draft 1,L8S2,174,"00:10:19,520 --> 00:10:21,400","time to helping those in need, you're welcome.",幫助的人，我們都歡迎您。,45,needs_revision,有需要的人，我們都歡迎您。,[high] meaning_drift: None
Draft 1,L8S2,175,"00:10:21,900 --> 00:10:23,920",So what's a typical day like at the sanctuary?,那麼在庇護所裡，典型的一天是怎麼樣的呢？,100,ok,,
Draft 1,L8S2,176,"00:10:24,420 --> 00:10:28,600","Well, we usually start by cleaning their living spaces, preparing food, and",我們通常會先清理牠們的居住空間、準備食物,77,minor_issues,我們通常會先清理牠們的生活空間、準備食物,[medium] terminology: None; [low] collocation: None
Draft 1,L8S2,177,"00:10:28,600 --> 00:10:30,680",sometimes helping with medical treatments if needed.,，若有需要則協助醫療照護。,100,ok,,
Draft 1,L8S2,178,"00:10:31,140 --> 00:10:32,520",You mean taking them to hospitals?,你的意思是帶他們去醫院？,100,ok,,
Draft 1,L8S2,179,"00:10:33,040 --> 00:10:36,980","Yes, and check to see if they are eating well or if they show any signs of sickness.",是的，並檢查他們是否飲食正常，或是否出現任何生病跡象。,100,ok,,
Draft 1,L8S2,180,"00:10:37,560 --> 00:10:38,080",I see.,我明白了。,100,ok,,
Draft 1,L8S2,181,"00:10:38,580 --> 00:10:41,180",But taking care of wild animals is no joke.,但照顧野生動物可不是鬧著玩的。,100,ok,,
Draft 1,L8S2,182,"00:10:41,660 --> 00:10:43,860",They must get bored if they sit still for too long.,如果他們待著不動太久，一定會感到無聊。,100,ok,,
Draft 1,L8S2,183,"00:10:43,860 --> 00:10:46,020",Are there any activities to entertain them?,有什麼活動可以讓他們娛樂嗎？,84,minor_issues,有什麼活動可以讓他們消遣嗎？,[low] collocation: None; [low] register: None
Draft 1,L8S2,184,"00:10:46,520 --> 00:10:47,300","Yes, of course.",是的，當然。,70,minor_issues,,[low] style: None; [medium] terminology: None; [medium] terminology: None
Draft 1,L8S2,185,"00:10:47,600 --> 00:10:51,280","From time to time, we would make these massive building blocks out of foam for them.",我們偶爾會為他們用泡棉製作這些巨大的積木。,87,minor_issues,,[low] style: None
Draft 1,L8S2,186,"00:10:51,680 --> 00:10:56,240","If you join now, you can help me build a foam house for Leonardo, an injured mountain lion.",如果你現在加入，可以幫我為萊奧納多蓋一間泡沫屋，它是一隻受傷的山獅。,81,minor_issues,如果你現在加入，可以幫我為萊奧納多蓋一間泡沫房子，這是一隻受傷的山獅。,[low] style: None; [low] grammar: None; [low] collocation: None
Draft 1,L8S2,187,"00:10:56,460 --> 00:10:57,340",That's so cool.,太酷了。,100,ok,,
Draft 1,L8S2,188,"00:10:57,580 --> 00:10:58,140",I'm interested.,我有興趣。,100,ok,,
Draft 1,L8S2,189,"00:10:58,500 --> 00:10:59,300",How do I sign up?,如何登入？,45,needs_revision,如何註冊？,[high] meaning_drift: None
Draft 1,L8S2,190,"00:10:59,580 --> 00:11:01,860",Just come to our next meeting and ask for an application.,請參加我們下一次的課程並申請入學。,30,needs_revision,請參加我們下一次的會議並申請。,[high] meaning_drift: None; [high] meaning_drift: None
Draft 1,L8S2,191,"00:11:02,440 --> 00:11:03,020",When is that?,那是什麼時候？,100,ok,,
Draft 1,L8S2,192,"00:11:03,420 --> 00:11:07,100","This Sunday at 2 p.m., 518 South Delaware Street.",這個星期日午後兩點，南特拉華街 518 號。,45,needs_revision,,[high] placeholder: None
Draft 1,L8S2,193,"00:11:07,420 --> 00:11:09,240",Not to be confused with North Delaware.,勿與北特拉華州混淆。,100,ok,,
Draft 1,L8S2,194,"00:11:09,580 --> 00:11:12,440","There's one conservation group there too, but it's not ours.",那裡也有另一個保育團體，但我們不是那裡的。,42,needs_revision,那裡也有另一個保育團體，但我們不是他們的。,[low] style: None; [high] meaning_drift: None
Draft 1,L8S2,195,"00:11:12,440 --> 00:11:13,900","Wait, hold on.",等等，先別急。,100,ok,,
Draft 1,L8S2,196,"00:11:14,140 --> 00:11:15,600",I think I've seen it before.,我覺得我以前看過。,100,ok,,
Draft 1,L8S2,197,"00:11:15,920 --> 00:11:18,300",Is that opposite the big park on 507?,那是在 507 號的大公園對面嗎？,100,ok,,
Draft 1,L8S2,198,"00:11:18,620 --> 00:11:20,940",The facility with yellow gates and a stone lion?,有黃色大門和石獅子的那個地方？,100,ok,,
Draft 1,L8S2,199,"00:11:21,380 --> 00:11:22,440","Yes, that's the one.",對，就是那個。,100,ok,,
Draft 1,L8S2,200,"00:11:22,800 --> 00:11:23,980",Will I meet you there this weekend?,這個週末我會在那裡見到你嗎？,100,ok,,
Draft 1,L8S2,201,"00:11:24,420 --> 00:11:24,920",Of course.,當然。,70,minor_issues,,[low] style: None; [medium] terminology: None; [medium] terminology: None
Draft 1,L8S2,202,"00:11:25,200 --> 00:11:26,360",I'll introduce you to everyone.,我會把你介紹給所有人認識。,100,ok,,
Draft 1,L8S2,203,"00:11:26,580 --> 00:11:27,320",You'll fit right in.,你會很快融入的。,100,ok,,
Draft 1,L8S2,204,"00:11:27,600 --> 00:11:29,260",Question 1.,第 1 題。,100,ok,,
Draft 1,L8S2,205,"00:11:29,560 --> 00:11:33,920","The narrator asks if Betty is the name of a founder, but",講者詢問 Betty 是否是某位創辦人的名字，但,87,minor_issues,,[low] style: None
Draft 1,L8S2,206,"00:11:33,920 --> 00:11:38,060",the speaker clarifies it is actually named after an animal.,講者澄清實際上是以一種動物命名,77,minor_issues,,[low] style: None; [medium] terminology: None
Draft 1,L8S2,207,"00:11:38,060 --> 00:11:43,380","In the recording, the keyword name is maintained, but the speaker provides",在錄音中，關鍵字『name』雖然被保留，但講,32,needs_revision,在錄音中，關鍵字名稱維持不變，但講者提供了,[low] style: None; [medium] terminology: None; [high] meaning_drift: None
Draft 1,L8S2,208,"00:11:43,380 --> 00:11:52,320",the specific example of a little fox to reinforce that the sanctuary is named after a creature rather than a person.,者提供了「小狐狸」這個具體例子，以強調該收容所是以動物而非人物命名,30,needs_revision,舉「小狐狸」為例，強調該庇護所是以動物而非人物命名,[low] style: None; [medium] terminology: None; [medium] terminology: None; [medium] terminology: None; [high] meaning_drift: None
Draft 1,L8S2,209,"00:11:52,600 --> 00:12:02,020","Question 2. The prompt mentions the sanctuary assisted, which is paraphrased in the audio as took care of a deer.",第二題。題目提到『sanctuary assisted』，在音檔中被轉述為『took care of a deer』。,30,needs_revision,第二題。題目提到『庇護所 assisted』，在音檔中被轉述為『took care of a deer』。,[medium] terminology: None; [medium] terminology: None; [medium] terminology: None; [medium] terminology: None; [high] placeholder: None
Draft 1,L8S2,210,"00:12:02,020 --> 00:12:08,680",The phrase returning to its natural habitat is also successfully paraphrased by,「回到自然棲息地」這句也成功被改寫為,70,minor_issues,,[low] style: None; [low] style: None; [medium] terminology: None; [medium] terminology: None
Draft 1,L8S2,211,"00:12:08,680 --> 00:12:12,640",the speaker as helped it return to the wild.,說話者協助牠重返野外。,70,minor_issues,,[low] style: None; [medium] terminology: None; [medium] terminology: None
Draft 1,L8S2,212,"00:12:13,220 --> 00:12:13,860",Question 3.,第 3 題。,100,ok,,
Draft 1,L8S2,213,"00:12:14,180 --> 00:12:18,860","The sentence describes the sanctuary as a group of people, which the",這句話將庇護所描述為一群人，錄音,35,needs_revision,這句話將庇護所描述為一群人，which the,[medium] terminology: None; [high] meaning_drift: None
Draft 1,L8S2,214,"00:12:18,860 --> 00:12:24,520",recording paraphrases using the term community of people who love animals.,中則用「熱愛動物的社區」來進行改寫。,30,needs_revision,中則用「熱愛動物的社群」來進行改寫。,[high] terminology: None; [medium] terminology: None; [medium] terminology: None; [low] terminology: None
Draft 1,L8S2,215,"00:12:24,520 --> 00:12:30,460",The speaker uses the phrase more than just a normal sanctuary to,講者使用了「不僅僅是普通的庇護所」這個說法來,77,minor_issues,,[low] style: None; [medium] terminology: None
Draft 1,L8S2,216,"00:12:30,460 --> 00:12:35,420",signal that a broader definition of the organization is about to be given.,表示即將提供該組織更廣泛的定義。,100,ok,,
Draft 1,L8S2,217,"00:12:36,100 --> 00:12:36,820",Question 4.,第 4 題。,100,ok,,
Draft 1,L8S2,218,"00:12:37,160 --> 00:12:46,260","The keyword volunteering is used in both the prompt and the recording, making the answer easier to locate.",關鍵字「volunteering」在題目與錄音中皆有出現，便於定位答案。,80,minor_issues,關鍵字「志願服務」在題目與錄音中皆有出現，便於定位答案。,[medium] terminology: None
Draft 1,L8S2,219,"00:12:46,260 --> 00:12:51,880",The speaker uses the present perfect continuous tense I've been volunteering,講者使用現在完成式「I've been volunteering there for to,30,needs_revision,講者使用現在完成進行式「I've been 志願服務 there for to,[low] style: None; [medium] terminology: None; [medium] terminology: None; [low] terminology: None; [high] meaning_drift: None; [low] typo: None
Draft 1,L8S2,220,"00:12:51,880 --> 00:13:01,160","there for to introduce the five months duration, which directly matches our grammatical prediction for a time period.",introduce the five months duration」來引出五個月的持續時間，這與我們對於時間段位的文法預測直接吻合。,42,needs_revision,來介紹五個月的持續時間，這與我們對於時間段的文法預測直接吻合。,[high] meaning_drift: None; [low] terminology: None
Draft 1,L8S2,221,"00:13:01,760 --> 00:13:02,880",Question 5.,第 5 題。,100,ok,,
Draft 1,L8S2,222,"00:13:03,540 --> 00:13:08,340","While the prompt uses the phrase look for signs of, the speaker",題目使用了「look for signs of」這個片語，但講者將其意譯為「check to,32,needs_revision,雖然提示使用了「look for signs of」這個片語，但講者,[low] style: None; [medium] terminology: None; [high] meaning_drift: None
Draft 1,L8S2,223,"00:13:08,340 --> 00:13:14,140",paraphrases this as check to see if they show any signs of sickness.,see if they show any signs of sickness」以確認是否有生病跡象。,30,needs_revision,確認他們是否有任何生病跡象,[medium] terminology: None; [medium] terminology: None; [high] meaning_drift: None
Draft 1,L8S2,224,"00:13:14,140 --> 00:13:20,160",Students should notice that the speaker also mentions medical treatments and,學生應留意，講者亦提及醫療照護與均衡飲食,42,needs_revision,學生應留意，講者亦提及醫療治療以及,[low] style: None; [high] meaning_drift: None
Draft 1,L8S2,225,"00:13:20,160 --> 00:13:25,520",eating well as contextual clues leading up to the health related answer.,，這些都是導向健康相關答案的脈絡線索。,35,needs_revision,作為健康相關答案的脈絡線索，良好的飲食習慣。,[medium] terminology: None; [high] meaning_drift: None
Draft 1,L8S2,226,"00:13:26,320 --> 00:13:27,300",Question 6.,第 6 題。,100,ok,,
Draft 1,L8S2,227,"00:13:27,780 --> 00:13:32,760","The prompt mentions create for the animals to play with, which is",題目提到為動物創造玩耍的事物，這在,39,needs_revision,提示提到為動物放置玩具，這在,[high] meaning_drift: None; [low] collocation: None; [low] style: None
